1,1.4909e+06,-0.0307693
2,1.49112e+06,-0.092308
1,1.49139e+06,-0.0307693
2,1.49164e+06,-0.118681
1,1.49192e+06,-0.0395603
2,1.49216e+06,-0.118681
1,1.49242e+06,-0.0395603
2,1.49269e+06,-0.145056
1,1.49293e+06,-0.0483513
2,1.49321e+06,-0.145056
1,1.49346e+06,-0.0571423
2,1.49373e+06,-0.171429
1,1.49398e+06,-0.0571423
2,1.49423e+06,-0.171429
1,1.49451e+06,-0.0659332
2,1.49476e+06,-0.189011
1,1.49502e+06,-0.0659332
2,1.49526e+06,-0.206593
1,1.49553e+06,-0.0747261
2,1.49579e+06,-0.206593
1,1.49604e+06,-0.0747261
2,1.4963e+06,-0.224176
1,1.49656e+06,-0.0747261
2,1.4968e+06,-0.224176
1,1.49734e+06,-0.0747261
2,1.4976e+06,-0.241758
1,1.49785e+06,-0.0747261
2,1.49812e+06,-0.25934
1,1.49837e+06,-0.0835171
2,1.49863e+06,-0.25934
1,1.49887e+06,-0.0835171
2,1.49913e+06,-0.268131
1,1.4994e+06,-0.0835171
2,1.49962e+06,-0.268131
1,1.50032e+06,-0.0835171
2,1.50057e+06,-0.276922
1,1.50083e+06,-0.0835171
2,1.50109e+06,-0.268131
1,1.50134e+06,-0.0835171
2,1.5016e+06,-0.268131
1,1.50185e+06,-0.0835171
2,1.50211e+06,-0.250549
1,1.50237e+06,-0.0747261
2,1.50262e+06,-0.250549
1,1.50288e+06,-0.0747261
2,1.50314e+06,-0.250549
1,1.50341e+06,-0.0747261
2,1.50366e+06,-0.250549
1,1.50392e+06,-0.0747261
2,1.50417e+06,-0.232967
1,1.50444e+06,-0.0747261
2,1.5047e+06,-0.232967
1,1.50495e+06,-0.0747261
2,1.50521e+06,-0.224176
1,1.50547e+06,-0.0747261
2,1.50571e+06,-0.215385
1,1.50598e+06,-0.0659332
2,1.50623e+06,-0.215385
1,1.50647e+06,-0.0659332
2,1.50675e+06,-0.197802
1,1.507e+06,-0.0659332
2,1.50726e+06,-0.197802
1,1.50754e+06,-0.0659332
2,1.50778e+06,-0.189011
1,1.50804e+06,-0.0659332
2,1.5083e+06,-0.189011
1,1.50855e+06,-0.0659332
2,1.50881e+06,-0.171429
1,1.50906e+06,-0.0571423
2,1.50932e+06,-0.171429
1,1.50958e+06,-0.0571423
2,1.50986e+06,-0.145056
1,1.51012e+06,-0.0571423
2,1.51038e+06,-0.145056
1,1.51063e+06,-0.0483513
2,1.51089e+06,-0.136263
1,1.51115e+06,-0.0483513
2,1.51142e+06,-0.118681
1,1.51168e+06,-0.0483513
2,1.51193e+06,-0.118681
1,1.51218e+06,-0.0483513
2,1.51244e+06,-0.101099
1,1.51271e+06,-0.0395603
2,1.51296e+06,-0.101099
1,1.51321e+06,-0.0395603
2,1.51345e+06,-0.092308
1,1.51371e+06,-0.0307693
2,1.51396e+06,-0.092308
1,1.51422e+06,-0.0307693
2,1.51448e+06,-0.0835171
1,1.51473e+06,-0.0219784
2,1.51499e+06,-0.0835171
1,1.51526e+06,-0.0219784
2,1.51551e+06,-0.0747261
1,1.51576e+06,-0.0219784
2,1.51603e+06,-0.0747261
1,1.51627e+06,-0.0131874
2,1.51653e+06,-0.0659332
1,1.5168e+06,-0.0131874
2,1.51704e+06,-0.0659332
1,1.51731e+06,-0.00439644
2,1.51757e+06,-0.0483513
1,1.51782e+06,-0.00439644
2,1.51808e+06,-0.0395603
1,1.51834e+06,0.00439644
2,1.51858e+06,-0.0395603
1,1.51884e+06,0.00439644
2,1.51911e+06,-0.0219784
1,1.51936e+06,0.00439644
2,1.51961e+06,-0.0219784
1,1.52003e+06,0.0219784
2,1.52027e+06,-0.0219784
1,1.52053e+06,0.0219784
2,1.52078e+06,-0.0219784
1,1.52103e+06,0.0219784
2,1.52128e+06,-0.0131874
1,1.52154e+06,0.0219784
2,1.5218e+06,-0.0131874
1,1.52205e+06,0.0307693
2,1.52231e+06,-0.0131874
1,1.52257e+06,0.0307693
2,1.5228e+06,-0.0131874
1,1.52306e+06,0.0395603
2,1.52333e+06,-0.0131874
1,1.52359e+06,0.0395603
2,1.52384e+06,-0.0131874
1,1.52409e+06,0.0483513
2,1.52434e+06,-0.0131874
1,1.5246e+06,0.0483513
2,1.52485e+06,-0.00439644
1,1.52511e+06,0.0571423
2,1.52536e+06,-0.00439644
1,1.52561e+06,0.0571423
2,1.52587e+06,0.00439644
1,1.52614e+06,0.0571423
2,1.52639e+06,0.00439644
1,1.52666e+06,0.0571423
2,1.5269e+06,0.00439644
1,1.52716e+06,0.0571423
2,1.52741e+06,0.00439644
1,1.52768e+06,0.0659332
2,1.52793e+06,0.0131874
1,1.52819e+06,0.0659332
2,1.52843e+06,0.0131874
1,1.52869e+06,0.0747261
2,1.52894e+06,0.0219784
1,1.52919e+06,0.0747261
2,1.52948e+06,0.0307693
1,1.52975e+06,0.0835171
2,1.53002e+06,0.0307693
1,1.53027e+06,0.0835171
2,1.53055e+06,0.0307693
1,1.5308e+06,0.0835171
2,1.53107e+06,0.0307693
1,1.53134e+06,0.0835171
2,1.5316e+06,0.0395603
1,1.53187e+06,0.101099
2,1.53211e+06,0.0395603
1,1.53236e+06,0.10989
2,1.53262e+06,0.0483513
1,1.53289e+06,0.10989
2,1.53314e+06,0.0483513
1,1.5334e+06,0.118681
2,1.53366e+06,0.0395603
1,1.53391e+06,0.118681
2,1.53416e+06,0.0395603
1,1.53442e+06,0.127472
2,1.53467e+06,0.0395603
1,1.53495e+06,0.127472
2,1.53523e+06,0.0395603
1,1.5355e+06,0.136263
2,1.53576e+06,0.0395603
1,1.53603e+06,0.136263
2,1.53629e+06,0.0395603
1,1.53655e+06,0.136263
2,1.5368e+06,0.0395603
1,1.53706e+06,0.136263
2,1.53731e+06,0.0395603
1,1.53758e+06,0.136263
2,1.53783e+06,0.0395603
1,1.53808e+06,0.136263
2,1.53833e+06,0.0395603
1,1.53859e+06,0.136263
2,1.53885e+06,0.0395603
1,1.53909e+06,0.145056
2,1.53935e+06,0.0483513
1,1.53961e+06,0.145056
2,1.53986e+06,0.0483513
1,1.54011e+06,0.145056
2,1.54036e+06,0.0483513
1,1.5406e+06,0.145056
2,1.54085e+06,0.0483513
1,1.54112e+06,0.153847
2,1.54135e+06,0.0483513
1,1.54162e+06,0.153847
2,1.54185e+06,0.0483513
1,1.54211e+06,0.162638
2,1.54237e+06,0.0483513
1,1.54262e+06,0.162638
2,1.54287e+06,0.0395603
1,1.54314e+06,0.162638
2,1.54338e+06,0.0395603
1,1.54363e+06,0.162638
2,1.54389e+06,0.0395603
1,1.54413e+06,0.18022
2,1.54439e+06,0.0395603
1,1.54464e+06,0.18022
2,1.54489e+06,0.0395603
1,1.54514e+06,0.18022
2,1.54538e+06,0.0395603
1,1.54563e+06,0.18022
2,1.54588e+06,0.0395603
1,1.54614e+06,0.189011
2,1.5464e+06,0.0395603
1,1.54665e+06,0.206593
2,1.54692e+06,0.0395603
1,1.5472e+06,0.206593
2,1.54746e+06,0.0395603
1,1.5477e+06,0.206593
2,1.54796e+06,0.0307693
1,1.54822e+06,0.206593
2,1.54846e+06,0.0307693
1,1.54871e+06,0.206593
2,1.54898e+06,0.0307693
1,1.54923e+06,0.206593
2,1.54952e+06,0.0307693
1,1.54976e+06,0.206593
2,1.55002e+06,0.0307693
1,1.55027e+06,0.206593
2,1.55052e+06,0.0307693
1,1.55078e+06,0.197802
2,1.55103e+06,0.0307693
1,1.5513e+06,0.197802
2,1.55154e+06,0.0307693
1,1.55181e+06,0.197802
2,1.55207e+06,0.0307693
1,1.55234e+06,0.189011
2,1.55258e+06,0.0395603
1,1.55285e+06,0.189011
2,1.55311e+06,0.0395603
1,1.55337e+06,0.18022
2,1.55362e+06,0.0395603
1,1.55388e+06,0.18022
2,1.55414e+06,0.0483513
1,1.55439e+06,0.171429
2,1.55464e+06,0.0483513
1,1.5549e+06,0.171429
2,1.55515e+06,0.0571423
1,1.5554e+06,0.171429
2,1.55565e+06,0.0571423
1,1.55591e+06,0.171429
2,1.55618e+06,0.0659332
1,1.55643e+06,0.171429
2,1.55668e+06,0.0659332
1,1.55693e+06,0.171429
2,1.55717e+06,0.0659332
1,1.55744e+06,0.171429
2,1.5577e+06,0.0659332
1,1.55794e+06,0.171429
2,1.55822e+06,0.0659332
1,1.55848e+06,0.171429
2,1.55875e+06,0.0659332
1,1.55899e+06,0.162638
2,1.55925e+06,0.0747261
1,1.56001e+06,0.162638
2,1.5601e+06,0.0747261
1,1.56017e+06,0.162638
2,1.56041e+06,0.0747261
1,1.56067e+06,0.162638
2,1.56092e+06,0.0835171
1,1.56117e+06,0.153847
2,1.56143e+06,0.0835171
1,1.56197e+06,0.153847
2,1.56207e+06,0.092308
1,1.56251e+06,0.145056
2,1.56278e+06,0.101099
1,1.56302e+06,0.136263
2,1.5633e+06,0.101099
1,1.56356e+06,0.136263
2,1.56381e+06,0.10989
1,1.56406e+06,0.136263
2,1.56432e+06,0.10989
1,1.56459e+06,0.136263
2,1.56486e+06,0.118681
1,1.56511e+06,0.136263
2,1.56538e+06,0.118681
1,1.56562e+06,0.127472
2,1.5659e+06,0.127472
1,1.56616e+06,0.127472
2,1.56641e+06,0.127472
1,1.56669e+06,0.127472
2,1.56696e+06,0.136263
1,1.56722e+06,0.127472
2,1.56749e+06,0.136263
1,1.56773e+06,0.118681
2,1.56798e+06,0.136263
1,1.56823e+06,0.118681
2,1.56849e+06,0.145056
1,1.56875e+06,0.10989
2,1.569e+06,0.145056
1,1.56926e+06,0.10989
2,1.56954e+06,0.145056
1,1.56978e+06,0.101099
2,1.57005e+06,0.145056
1,1.57032e+06,0.101099
2,1.57057e+06,0.153847
1,1.57083e+06,0.101099
2,1.57108e+06,0.153847
1,1.57134e+06,0.092308
2,1.57159e+06,0.162638
1,1.57186e+06,0.092308
2,1.57211e+06,0.162638
1,1.57236e+06,0.092308
2,1.57262e+06,0.18022
1,1.57287e+06,0.092308
2,1.57312e+06,0.189011
1,1.57338e+06,0.092308
2,1.57364e+06,0.189011
1,1.5739e+06,0.092308
2,1.57417e+06,0.197802
1,1.57443e+06,0.092308
2,1.57468e+06,0.197802
1,1.57493e+06,0.092308
2,1.57519e+06,0.197802
1,1.57543e+06,0.10989
2,1.57571e+06,0.197802
1,1.57597e+06,0.10989
2,1.57621e+06,0.206593
1,1.57647e+06,0.10989
2,1.57673e+06,0.206593
1,1.57697e+06,0.10989
2,1.57724e+06,0.215385
1,1.57748e+06,0.118681
2,1.57774e+06,0.215385
1,1.57799e+06,0.118681
2,1.57826e+06,0.215385
1,1.57851e+06,0.118681
2,1.57875e+06,0.215385
1,1.57902e+06,0.127472
2,1.57928e+06,0.206593
1,1.57955e+06,0.127472
2,1.57984e+06,0.206593
1,1.58009e+06,0.127472
2,1.58034e+06,0.206593
1,1.58062e+06,0.127472
2,1.58086e+06,0.206593
1,1.58113e+06,0.127472
2,1.58137e+06,0.206593
1,1.58182e+06,0.127472
2,1.58204e+06,0.215385
1,1.58245e+06,0.127472
2,1.58268e+06,0.224176
1,1.58308e+06,0.127472
2,1.58332e+06,0.224176
1,1.58372e+06,0.136263
2,1.58396e+06,0.232967
1,1.58437e+06,0.136263
2,1.5846e+06,0.224176
1,1.58501e+06,0.136263
2,1.58524e+06,0.224176
1,1.58566e+06,0.136263
2,1.58594e+06,0.215385
1,1.58621e+06,0.136263
2,1.58644e+06,0.224176
1,1.58684e+06,0.136263
2,1.58707e+06,0.224176
1,1.58748e+06,0.145056
2,1.58772e+06,0.224176
1,1.58812e+06,0.145056
2,1.58842e+06,0.206593
1,1.58868e+06,0.145056
2,1.58892e+06,0.206593
1,1.58932e+06,0.145056
